"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"WorkerId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Input.image";"Answer.isit";"Answer.quality";"Approve";"Reject"
"2IKA1QP6AUC2L0M3KESX8V0F5NF70B";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:41 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:41 GMT 2011";"54";"";"20NJ8EBDPGFLLIIM900RSDWII0YG1P";"A184H6C5UDLM8R";"Approved";"Sun May 08 06:29:01 GMT 2011";"Sun May 08 06:33:51 GMT 2011";"Sun May 15 06:33:51 GMT 2011";"Sun May 08 00:34:21 PDT 2011";"";"";"290";"100% (69/69)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0424.jpg";"0";"1"
"2IKA1QP6AUC2L0M3KESX8V0F5NF70B";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:41 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:41 GMT 2011";"54";"";"22NGULF395SWLAMYSTUN3NJBSKYQCK";"A2E6XVPMAI0ON0";"Approved";"Sun May 08 06:36:54 GMT 2011";"Sun May 08 06:37:05 GMT 2011";"Sat May 14 23:37:05 PDT 2011";"Sun May 08 00:34:21 PDT 2011";"";"";"11";"100% (7/7)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0424.jpg";"1";"0"
"2IKA1QP6AUC2L0M3KESX8V0F5NF70B";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:41 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:41 GMT 2011";"54";"";"23UD5NQYN5F35NPDIUPMSCWY5967BW";"A1JRD82HD0LRTK";"Approved";"Sun May 08 06:32:07 GMT 2011";"Sun May 08 06:32:28 GMT 2011";"Sun May 15 06:32:28 GMT 2011";"Sun May 08 00:34:21 PDT 2011";"";"";"21";"100% (8/8)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0424.jpg";"0";"2"
"2IKA1QP6AUC2L0M3KESX8V0F5NF70B";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:41 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:41 GMT 2011";"54";"";"2UEN9U8P9Y388J2UV4JU3IM0DY6WF4";"A18BNK9C6966ZJ";"Approved";"Sun May 08 06:30:46 GMT 2011";"Sun May 08 06:31:03 GMT 2011";"Sun May 15 06:31:03 GMT 2011";"Sun May 08 00:34:21 PDT 2011";"";"";"17";"100% (11/11)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0424.jpg";"0";"1"
"2IKA1QP6AUC2L0M3KESX8V0F5NF70B";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:41 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:41 GMT 2011";"54";"";"2XLBJ3MMDX5F4UT3FL8BEMDXINVZDN";"A16AKSCLSVCW9A";"Approved";"Sun May 08 06:32:05 GMT 2011";"Sun May 08 06:32:12 GMT 2011";"Sun May 15 06:32:12 GMT 2011";"Sun May 08 00:34:22 PDT 2011";"";"";"7";"100% (14/14)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0424.jpg";"0";"1"
"20WNLVWJ5OPBFL1DC9PM1B7EAWWU2K";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:42 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:42 GMT 2011";"55";"";"23Q24E6AUBXHBFN4SM090BZW7WI0W5";"A1JRD82HD0LRTK";"Approved";"Sun May 08 06:28:42 GMT 2011";"Sun May 08 06:29:46 GMT 2011";"Sun May 15 06:29:46 GMT 2011";"Sun May 08 00:34:22 PDT 2011";"";"";"64";"100% (8/8)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0425.jpg";"1";"1"
"20WNLVWJ5OPBFL1DC9PM1B7EAWWU2K";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:42 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:42 GMT 2011";"55";"";"24FU8LZ6R70GKEF5Q9A30E7WMXQ6ML";"A184H6C5UDLM8R";"Approved";"Sun May 08 06:28:44 GMT 2011";"Sun May 08 06:32:08 GMT 2011";"Sun May 15 06:32:08 GMT 2011";"Sun May 08 00:34:22 PDT 2011";"";"";"204";"100% (69/69)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0425.jpg";"1";"0"
"20WNLVWJ5OPBFL1DC9PM1B7EAWWU2K";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:42 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:42 GMT 2011";"55";"";"2DGU3K4F0OHOAE71VYBO7L92BJ9107";"A14IQ4GLNWNPOJ";"Approved";"Sun May 08 06:28:46 GMT 2011";"Sun May 08 06:29:48 GMT 2011";"Sun May 15 06:29:48 GMT 2011";"Sun May 08 00:34:22 PDT 2011";"";"";"62";"100% (8/8)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0425.jpg";"1";"0"
"20WNLVWJ5OPBFL1DC9PM1B7EAWWU2K";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:42 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:42 GMT 2011";"55";"";"2FMUKQOYGNIWGAY51HR157SVAFOZHW";"A18BNK9C6966ZJ";"Approved";"Sun May 08 06:32:19 GMT 2011";"Sun May 08 06:32:28 GMT 2011";"Sun May 15 06:32:28 GMT 2011";"Sun May 08 00:34:22 PDT 2011";"";"";"9";"100% (11/11)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0425.jpg";"1";"0"
"20WNLVWJ5OPBFL1DC9PM1B7EAWWU2K";"212RJ85OZIZEW9G72NFOV5EWPFPX9P";"Two yes or no questions about a photograph";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.01";"Sun May 08 06:27:42 GMT 2011";"5";"";"3600";"604800";"Sun May 15 06:27:42 GMT 2011";"55";"";"2P006UFBNFSVVHRCGAWS16NGVKPH3H";"A322Y8X2ZRM8KX";"Approved";"Sun May 08 06:33:50 GMT 2011";"Sun May 08 06:34:11 GMT 2011";"Sat May 14 23:34:11 PDT 2011";"Sun May 08 00:34:23 PDT 2011";"";"";"21";"100% (17/17)";"0% (0/0)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_dance/DSC_0425.jpg";"1";"0"
